airportid,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,tz_database_time,zone,type,source
1642,Vila Real Airport,Vila Real,Portugal,VRL,LPVR,41.2743,-7.72047,1805,0,E,Europe/Lisbon,airport,OurAirports,
1643,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,LPVZ,40.725498,-7.88899,2060,0,E,Europe/Lisbon,airport,OurAirports,
4091,Madeira Airport,Funchal,Portugal,FNC,LPMA,32.697899,-16.7745,192,0,E,Europe/Lisbon,airport,OurAirports,
7542,São Jacinto Airport,Aveiro,Portugal,,LPAV,40.656741,-8.741544,26,0,E,Europe/Lisbon,airport,OurAirports,
465,Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.65750122,-6.215829849,268,0,E,Europe/London,airport,OurAirports,
466,St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.39889908,-7.651669979,155,0,E,Europe/London,airport,OurAirports,
467,George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.61809921,-5.872499943,15,0,E,Europe/London,airport,OurAirports,
468,City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.0428009,-7.161109924,22,0,E,Europe/London,airport,OurAirports,
469,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.45389938,-1.748029947,327,0,E,Europe/London,airport,OurAirports,
470,Coventry Airport,Coventry,United Kingdom,CVT,EGBE,52.36970139,-1.479719996,267,0,E,Europe/London,airport,OurAirports,
471,Leicester Airport,Leicester,United Kingdom,,EGBG,52.60779953,-1.031939983,469,0,E,Europe/London,airport,OurAirports,
472,Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.89419937,-2.167220116,101,0,E,Europe/London,airport,OurAirports,
474,Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,,EGBO,52.51750183,-2.259439945,283,0,E,Europe/London,airport,OurAirports,
475,Cotswold Airport,Pailton,United Kingdom,GBA,EGBP,51.668095,-2.05694,433,0,E,Europe/London,airport,OurAirports,
476,Turweston Airport,Turweston,United Kingdom,,EGBT,52.04079819,-1.095559955,448,0,E,Europe/London,airport,OurAirports,
477,Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,,EGBW,52.19219971,-1.614439964,159,0,E,Europe/London,airport,OurAirports,
478,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.35369873,-2.274950027,257,0,E,Europe/London,airport,OurAirports,
479,Manchester Woodford Airport,Woodfort,United Kingdom,,EGCD,53.3381,-2.14889,295,0,E,Europe/London,airport,OurAirports,
480,Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,,EGDC,51.08720016,-4.15034008,27,0,E,Europe/London,airport,OurAirports,
481,Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.44060135,-4.995409966,390,0,E,Europe/London,airport,OurAirports,
482,RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.5051,-1.99343,513,0,E,Europe/London,airport,OurAirports,
483,MoD Boscombe Down Airport,Boscombe Down,United Kingdom,,EGDM,51.15219879,-1.747410059,407,0,E,Europe/London,airport,OurAirports,
484,RNAS Culdrose,Culdrose,United Kingdom,,EGDR,50.08610153,-5.255710125,267,0,E,Europe/London,airport,OurAirports,
485,MoD St. Athan,St. Athan,United Kingdom,,EGDX,51.4048,-3.43575,163,0,E,Europe/London,airport,OurAirports,
486,RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.00939941,-2.638819933,75,0,E,Europe/London,airport,OurAirports,
487,Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,EGFE,51.83309937,-4.961110115,159,0,E,Europe/London,airport,OurAirports,
488,Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.39670181,-3.343329906,220,0,E,Europe/London,airport,OurAirports,
489,Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.6053009,-4.067830086,299,0,E,Europe/London,airport,OurAirports,
490,Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,622,0,E,Europe/London,airport,OurAirports,
491,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.33359909,-2.849720001,80,0,E,Europe/London,airport,OurAirports,
492,London Luton Airport,London,United Kingdom,LTN,EGGW,51.87469864,-0.368333012,526,0,E,Europe/London,airport,OurAirports,
493,Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,50.422798,-4.10583,476,0,E,Europe/London,airport,OurAirports,
494,Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.77999878,-1.842499971,38,0,E,Europe/London,airport,OurAirports,
495,Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.95029831,-1.35679996,44,0,E,Europe/London,airport,OurAirports,
496,Lasham Airport,Lasham,United Kingdom,QLA,EGHL,51.18719864,-1.033499956,618,0,E,Europe/London,airport,OurAirports,
500,Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,50.835602,-0.297222,7,0,E,Europe/London,airport,OurAirports,
501,London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,51.3307991,0.032499999,598,0,E,Europe/London,airport,OurAirports,
502,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports,
503,London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,19,0,E,Europe/London,airport,OurAirports,
504,Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,51.2757988,-0.776332974,238,0,E,Europe/London,airport,OurAirports,
505,Chalgrove Airport,Chalsgrove,United Kingdom,,EGLJ,51.67610168,-1.080829978,240,0,E,Europe/London,airport,OurAirports,
506,Blackbushe Airport,Blackbushe,United Kingdom,BBS,EGLK,51.32389832,-0.847500026,325,0,E,Europe/London,airport,OurAirports,
507,London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.4706,-0.461941,83,0,E,Europe/London,airport,OurAirports,
508,Southend Airport,Southend,United Kingdom,SEN,EGMC,51.57139969,0.695555985,49,0,E,Europe/London,airport,OurAirports,
509,Lydd Airport,Lydd,United Kingdom,LYX,EGMD,50.95610046,0.939167023,13,0,E,Europe/London,airport,OurAirports,
510,Kent International Airport,Manston,United Kingdom,MSE,EGMH,51.342201,1.34611,178,0,E,Europe/London,airport,OurAirports,
511,Brough Airport,Brough,United Kingdom,,EGNB,53.7197,-0.566333,12,0,E,Europe/London,airport,OurAirports,
512,Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,54.9375,-2.809170008,190,0,E,Europe/London,airport,OurAirports,
513,Retford Gamston Airport,Repton,United Kingdom,,EGNE,53.2806015,-0.951389015,91,0,E,Europe/London,airport,OurAirports,
514,Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.77170181,-3.028609991,34,0,E,Europe/London,airport,OurAirports,
515,Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.57440186,-0.350832999,121,0,E,Europe/London,airport,OurAirports,
516,Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.1286111,-3.2675,173,0,E,Europe/London,airport,OurAirports,
517,Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.86589813,-1.660570025,681,0,E,Europe/London,airport,OurAirports,
518,Warton Airport,Warton,United Kingdom,WRT,EGNO,53.745098,-2.88306,55,0,E,Europe/London,airport,OurAirports,
519,Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.17810059,-2.977780104,45,0,E,Europe/London,airport,OurAirports,
521,Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.03749847,-1.691669941,266,0,E,Europe/London,airport,OurAirports,
522,Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.50920105,-1.429409981,120,0,E,Europe/London,airport,OurAirports,
523,East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.83110046,-1.328060031,306,0,E,Europe/London,airport,OurAirports,
524,Llanbedr Airport,Llanbedr,United Kingdom,,EGOD,52.81169891,-4.123579979,30,0,E,Europe/London,airport,OurAirports,
